latitude,longitude,pm10,pm25,temperature,humidity,pressure,rssi,timestamp,category
55.660927,12.56063,7.1,5,2.48,56.92,103600.63,22,22-02-18 17:17,aba
55.660957,12.560316,7.5,4.7,2.46,56.94,103596.27,27,22-02-18 17:17,baba
55.66087,12.559977,9.1,4.6,2.44,56.96,103599.22,31,22-02-18 17:16,aba
55.660759,12.558917,10.7,4.7,2.42,56.98,103586.59,28,22-02-18 17:16,aba
55.661594,12.557916,12.1,4.9,2.4,57,103581.8,28,22-02-18 17:16,baba
55.661869,12.558197,10.7,4.9,2.38,57.09,103589.95,31,22-02-18 17:16,baba
55.661903,12.558286,16.4,7.2,2.36,57.09,103585.09,31,22-02-18 17:15,baba
55.662323,12.558974,27.6,14.5,2.33,57.09,103564.67,31,22-02-18 17:15,baba
55.662483,12.559309,24.1,15.9,2.31,56.94,103574.13,29,22-02-18 17:15,baba
55.6637,12.562121,17.6,15.7,2.27,56.87,103530.72,30,22-02-18 17:15,baba
55.665154,12.565272,22.4,20.1,2.24,56.8,103552.7,26,22-02-18 17:14,baba
55.666382,12.567864,19.5,17.5,2.21,56.85,103569.48,28,22-02-18 17:14,baba
55.667553,12.570417,11.5,10.5,2.17,56.87,103574.53,31,22-02-18 17:14,baba
55.668369,12.571656,6.5,4.2,2.14,56.96,103596.93,31,22-02-18 17:14,baba
55.668724,12.571146,7.8,3.8,2.11,56.93,103588.17,31,22-02-18 17:13,baba
55.669651,12.570492,6.9,3.8,2.08,56.93,103588.95,31,22-02-18 17:13,baba
55.669724,12.570631,4.8,3.8,2.06,56.99,103597.96,31,22-02-18 17:13,baba
55.669956,12.570947,6.4,3.8,2.04,57.04,103591.38,31,22-02-18 17:13,baba
55.670155,12.570988,6.6,4.1,2.01,56.96,103596.48,31,22-02-18 17:12,baba
55.670624,12.571296,9.2,8.5,1.98,56.89,103580.81,31,22-02-18 17:12,baba
55.671894,12.572328,8.9,8.2,1.97,56.79,103580.34,31,22-02-18 17:12,baba
55.67268,12.573442,10.5,4.4,1.92,56.8,103580.61,31,22-02-18 17:12,baba
55.672756,12.574221,17.6,8,1.9,56.79,103597.88,26,22-02-18 17:11,baba
55.672745,12.57416,17.8,7.6,1.87,56.69,103592.11,31,22-02-18 17:11,baba
55.67205,12.575458,26.3,10.8,1.85,56.6,103583.41,31,22-02-18 17:11,baba
55.671463,12.576582,27.8,11.5,1.83,56.5,103562.56,28,22-02-18 17:11,baba
55.670525,12.57848,24.2,18.8,1.8,56.37,103491.08,30,22-02-18 17:10,baba
55.669388,12.580672,28.3,25.6,1.78,56.16,103532.13,27,22-02-18 17:10,baba
55.668571,12.582686,25.1,22.4,1.73,56.08,103581.25,25,22-02-18 17:10,baba
55.668304,12.584232,23.2,17.8,1.7,55.99,103596.71,25,22-02-18 17:10,baba
55.667679,12.588898,21.8,19.7,1.65,55.64,103583.55,26,22-02-18 17:09,baba
55.66745,12.591433,19.1,17.4,1.61,55.62,103595.09,27,22-02-18 17:09,baba
55.667439,12.591501,13.4,12,1.55,55.59,103601.39,29,22-02-18 17:09,baba
55.667187,12.592591,10.4,5.9,1.51,55.53,103580.46,31,22-02-18 17:09,baba
55.666527,12.595021,13.1,7.3,1.48,55.31,103592.88,31,22-02-18 17:08,baba
55.666016,12.59499,16,13.4,1.44,55.19,103592.78,31,22-02-18 17:08,baba
55.664867,12.594702,23.3,12.5,1.42,54.94,103573.67,29,22-02-18 17:08,baba
55.663612,12.594357,21.9,6.1,1.38,54.91,103565.33,31,22-02-18 17:08,baba
55.66304,12.594472,19.9,8.2,1.35,54.74,103600.23,31,22-02-18 17:07,baba
55.663033,12.59448,29,17.4,1.32,54.56,103601.86,31,22-02-18 17:07,baba
55.663033,12.594476,25.2,20.9,1.3,54.34,103603.06,24,22-02-18 17:07,baba
55.662807,12.594796,12.7,11.4,1.27,54.21,103590.38,29,22-02-18 17:07,baba
55.662189,12.595944,9.5,4.7,1.22,54.05,103597.59,31,22-02-18 17:06,baba
55.661751,12.596771,10.9,4.7,1.21,53.85,103603.14,31,22-02-18 17:06,baba
55.661503,12.597419,8.2,4.2,1.19,53.6,103598.75,31,22-02-18 17:06,baba
55.660992,12.598187,6.4,3.4,1.18,53.29,103587.03,31,22-02-18 17:06,baba
55.660549,12.599155,7.2,4.5,1.16,53.1,103597.36,31,22-02-18 17:05,baba
55.660557,12.599216,9.7,8.7,1.16,52.87,103600.38,31,22-02-18 17:05,baba
55.660599,12.599284,14,12.6,1.16,52.61,103597.78,29,22-02-18 17:05,baba
55.660946,12.599513,14.3,13.1,1.14,52.39,103597.27,30,22-02-18 17:05,baba
55.66114,12.599199,12.7,11.6,1.13,52.19,103599.84,30,22-02-18 17:04,baba
55.661121,12.599193,11.8,10.8,1.12,52.01,103592.87,30,22-02-18 17:04,baba
55.661118,12.599189,13.9,12.9,1.11,51.82,103598.02,30,22-02-18 17:04,baba
55.66127,12.599239,12.3,11.3,1.08,51.52,103597.92,30,22-02-18 17:04,baba
55.661629,12.598707,13.7,11.8,3.35,54.22,103582.49,20,22-02-18 16:37,baba
55.661942,12.598012,9.7,4.4,3.31,54.48,103583.26,30,22-02-18 16:37,baba
55.661701,12.597285,14.5,11.5,3.3,54.58,103584.52,30,22-02-18 16:37,baba
55.661674,12.597081,24.4,22.1,3.3,54.64,103578.88,25,22-02-18 16:37,baba
55.662254,12.595831,16.4,14.9,3.28,54.71,103565.84,23,22-02-18 16:36,baba
55.662998,12.594136,12.4,6.7,3.26,54.77,103578.34,31,22-02-18 16:36,baba
55.663582,12.594177,11.7,5.2,3.24,54.85,103580,31,22-02-18 16:36,baba
55.664654,12.594526,12.3,4.9,3.24,54.81,103568.3,31,22-02-18 16:36,baba
55.665771,12.59481,14.3,6.3,3.23,54.75,103579.55,31,22-02-18 16:35,baba
55.66637,12.594912,26.8,24.4,3.23,54.74,103586.5,31,22-02-18 16:35,baba
55.66655,12.59453,14.4,11.8,3.23,54.59,103590.84,23,22-02-18 16:35,baba
55.667503,12.589481,30.6,27.8,3.19,54.55,103568.58,26,22-02-18 16:35,baba
55.667591,12.586907,30,27.1,3.17,54.47,103583.3,24,22-02-18 16:34,baba
55.66795,12.584625,29.8,21.7,3.19,54.17,103556.01,21,22-02-18 16:34,baba
55.668919,12.581347,26.3,19.3,3.08,54.54,103532.73,28,22-02-18 16:33,baba
55.670242,12.578788,15.4,11.2,3.04,54.56,103463.27,29,22-02-18 16:33,baba
55.671474,12.576372,10.9,6.7,3,54.66,103499.59,31,22-02-18 16:33,baba
55.67268,12.573933,14.1,12.6,3,54.61,103547.66,31,22-02-18 16:33,baba
55.673622,12.571986,13.3,12,2.98,54.51,103543.28,30,22-02-18 16:32,baba
55.674728,12.569702,6.1,4.2,2.94,54.62,103518.45,31,22-02-18 16:32,baba
55.675755,12.567889,4.8,3.7,2.93,54.61,103521.47,31,22-02-18 16:32,baba
55.676067,12.567401,4.6,3.5,2.91,54.66,103534.41,31,22-02-18 16:32,baba
55.676067,12.567401,7.2,4.2,2.91,54.69,103536.13,31,22-02-18 16:31,baba
55.676064,12.567385,12.8,11.5,2.9,54.69,103541.31,31,22-02-18 16:31,baba
55.676064,12.567387,15.7,14.4,2.9,54.66,103527.45,24,22-02-18 16:31,baba
55.67728,12.566219,17.7,16.3,2.87,54.59,103501.37,26,22-02-18 16:31,baba
55.678608,12.564704,23.1,21.2,2.85,54.58,103494.37,31,22-02-18 16:30,baba
55.679035,12.564079,27,24.6,2.84,54.63,103505.57,29,22-02-18 16:30,baba
55.679035,12.564079,23,20.8,2.81,54.67,103504.63,29,22-02-18 16:30,baba
55.67907,12.563965,35.2,32.3,2.8,54.72,103509.38,18,22-02-18 16:30,baba
55.680176,12.562371,26.5,24.1,2.78,54.61,103508.02,23,22-02-18 16:29,baba
55.68129,12.55947,27,24.5,2.73,54.72,103498.31,24,22-02-18 16:29,baba
55.68211,12.557532,26.6,24.2,2.7,54.75,103502.13,24,22-02-18 16:29,baba
55.682308,12.557147,25.7,23.3,2.66,54.82,103531.05,21,22-02-18 16:29,baba
55.682331,12.557158,27.2,24.3,2.63,54.87,103527.5,22,22-02-18 16:28,baba
55.68346,12.555835,27.1,24.2,2.6,54.88,103488.87,25,22-02-18 16:28,baba
55.684685,12.553767,26.8,24.5,2.56,54.95,103493.97,27,22-02-18 16:28,baba
55.684959,12.553041,23.5,21.2,2.53,54.96,103528.92,27,22-02-18 16:28,baba
55.684959,12.553041,16.2,12.6,2.5,55.05,103539.22,29,22-02-18 16:27,baba
55.684959,12.552377,17.6,15.8,2.46,55.16,103527.41,22,22-02-18 16:27,baba
55.685127,12.549566,27.7,24.8,2.44,55.03,103521.72,26,22-02-18 16:27,baba
55.685379,12.547016,29.7,24.6,2.4,55.08,103502.98,25,22-02-18 16:27,baba
55.685886,12.545968,23.1,20.7,2.37,55.17,103523.2,23,22-02-18 16:26,baba
55.686768,12.543821,15.9,13.2,2.33,55.18,103493.22,23,22-02-18 16:26,baba
55.687759,12.54145,16.3,11.7,2.27,55.26,103505.59,31,22-02-18 16:26,baba
55.689114,12.539814,18,13.9,2.26,55.21,103501.25,31,22-02-18 16:26,baba
55.690666,12.537066,14.3,9.6,2.22,55.2,103430.55,23,22-02-18 16:25,baba
55.69315,12.53593,21.2,19,2.18,55.33,103395.38,31,22-02-18 16:25,baba
55.695293,12.534001,28.1,25.3,2.15,55.22,103408.28,28,22-02-18 16:25,baba
55.695976,12.529559,22.8,20.5,2.1,55.21,103463.52,22,22-02-18 16:25,baba
55.696491,12.526151,19.8,12.6,2.06,55.2,103473.75,19,22-02-18 16:24,baba
55.697552,12.524607,21.7,13.5,2.02,55.19,103481,19,22-02-18 16:24,baba
55.698826,12.523103,20.9,17.9,1.97,55.26,103427.61,21,22-02-18 16:24,baba
55.699768,12.521866,21.2,19.1,1.92,55.29,103413.17,25,22-02-18 16:23,baba
55.701435,12.519981,24.9,19.6,1.86,55.33,103392.66,24,22-02-18 16:23,baba
55.703411,12.51777,29.9,24.1,1.83,55.29,103382.17,18,22-02-18 16:23,baba
55.705402,12.516794,28.6,25.5,1.78,55.24,103390.66,18,22-02-18 16:23,baba
55.707859,12.51339,25.8,23.2,1.73,55.02,103354.61,27,22-02-18 16:22,baba
55.708759,12.510233,27.8,25.1,1.7,54.84,103284.02,24,22-02-18 16:22,baba
55.709541,12.508245,26.8,24,1.66,54.85,103277.86,23,22-02-18 16:22,baba
55.709805,12.507961,26.2,23.9,1.61,54.95,103294.56,22,22-02-18 16:22,baba
55.710735,12.506803,22.6,20.6,1.57,54.86,103307.42,26,22-02-18 16:21,baba
55.712357,12.504962,22.8,20.8,1.54,54.8,103340.15,30,22-02-18 16:21,baba
55.713223,12.504052,22.5,20.6,1.51,54.77,103349.14,30,22-02-18 16:21,baba
55.713715,12.503536,23,21,1.47,54.79,103329.57,26,22-02-18 16:21,baba
55.714668,12.502501,24.6,22.2,1.43,54.72,103324.67,27,22-02-18 16:20,baba
55.715439,12.501622,22.2,20.1,1.41,54.75,103371.75,27,22-02-18 16:20,baba
55.715714,12.501284,25.6,23.3,1.38,54.8,103381.59,23,22-02-18 16:20,baba
55.715961,12.500914,31.8,28.8,1.33,54.85,103377.1,26,22-02-18 16:20,baba
55.716484,12.500284,15,13.6,1.29,54.88,103377.38,14,22-02-18 16:19,baba
55.717323,12.499088,20.5,18.4,1.21,54.97,103381,23,22-02-18 16:19,baba
55.71772,12.498447,32.2,29,1.17,54.99,103380.44,22,22-02-18 16:19,baba
55.718121,12.497857,17.1,15.3,1.11,55.14,103386.73,23,22-02-18 16:18,baba
55.718983,12.496552,22.6,19.9,1.01,55.21,103343.59,26,22-02-18 16:18,baba
55.720798,12.493732,24.7,21.1,0.95,54.95,103248.81,24,22-02-18 16:18,baba
55.723114,12.4901,28.2,25.4,0.9,54.78,103249.48,16,22-02-18 16:18,baba
55.725174,12.485971,27.9,25.2,0.83,54.55,103269.15,21,22-02-18 16:17,baba
55.726997,12.481932,22.2,20.3,0.77,54.2,103249.09,16,22-02-18 16:17,baba
55.729301,12.477033,21.8,19.4,0.71,53.74,103217.75,23,22-02-18 16:17,baba
55.731472,12.472509,23.8,19,0.66,53.31,103144.67,29,22-02-18 16:16,baba
55.733444,12.468302,25.4,22.8,0.62,52.81,103070.27,25,22-02-18 16:16,baba
55.735012,12.46552,22.9,20.6,0.59,52.51,103133.19,26,22-02-18 16:16,baba
55.735813,12.463616,18.1,13.3,0.54,52.42,103117.05,28,22-02-18 16:16,baba
55.735588,12.462617,10.7,6.2,0.51,52.19,103139.83,31,22-02-18 16:16,baba
55.734978,12.460377,5.4,4,0.48,52.11,103146.2,31,22-02-18 16:15,baba
55.734531,12.460045,5.1,3.8,0.44,51.97,103191.84,31,22-02-18 16:15,baba
55.734531,12.460045,7.7,3.8,0.42,51.87,103191.77,31,22-02-18 16:15,baba
55.734531,12.460045,10.5,4.1,0.39,51.69,103192.54,31,22-02-18 16:15,baba
55.734566,12.460017,11.5,7.6,0.36,51.47,103193.3,28,22-02-18 16:14,baba
55.733608,12.460732,6.7,6,0.32,50.84,103142.22,31,22-02-18 16:14,baba
55.732014,12.462154,6.2,3.4,0.29,50.33,103201.66,31,22-02-18 16:14,baba
55.730637,12.462957,6.1,3,0.26,49.89,103275.78,31,22-02-18 16:14,baba
55.730194,12.463911,7.4,2.9,0.25,49.58,103290.39,31,22-02-18 16:13,baba
55.730293,12.464203,7.4,2.9,0.24,49.25,103288.2,31,22-02-18 16:13,baba
55.730644,12.464172,3.2,2.5,0.23,48.89,103283.86,31,22-02-18 16:13,baba
55.731106,12.464151,2.8,2.5,0.22,48.61,103276.95,31,22-02-18 16:13,baba
55.731121,12.464151,3.3,3,0.22,48.29,103282.52,31,22-02-18 16:12,baba
55.731079,12.464131,3.8,3.4,0.2,47.79,103286.8,21,22-02-18 16:12,baba
55.72728,12.481812,25.7,23.5,6.52,43.73,103284.81,22,22-02-18 15:30,baba
55.725533,12.485635,24.5,22.3,6.56,43.65,103245.65,20,22-02-18 15:29,baba
55.72374,12.489404,23.6,21.5,6.61,43.67,103199.47,23,22-02-18 15:29,baba
55.721725,12.492698,24.9,22.3,6.66,43.63,103207.36,23,22-02-18 15:29,baba
55.719475,12.496069,23.4,20.9,6.69,43.67,103214.8,22,22-02-18 15:29,baba
55.717571,12.498994,24.4,21.8,6.74,43.68,103271.95,24,22-02-18 15:28,baba
55.715202,12.502112,22,19.6,6.78,43.73,103249.31,27,22-02-18 15:28,baba
55.713123,12.504387,20,17.9,6.8,43.75,103252.83,26,22-02-18 15:28,baba
55.71122,12.506439,17.4,13.8,6.83,43.79,103252.84,18,22-02-18 15:28,baba
55.70948,12.50859,21.4,13,6.85,43.73,103197.06,27,22-02-18 15:27,baba
55.708515,12.511815,25.3,21.7,6.86,43.79,103262.47,20,22-02-18 15:27,baba
55.705307,12.517112,22.2,19.9,6.95,43.71,103329.3,27,22-02-18 15:27,baba
55.70356,12.518361,19.7,17.6,6.97,43.75,103366.36,21,22-02-18 15:26,baba
55.701694,12.519915,29.3,21.6,6.99,43.75,103342.41,24,22-02-18 15:26,baba
55.700241,12.521569,26.7,18.4,7.02,43.75,103354.64,19,22-02-18 15:26,baba
55.698345,12.524014,22.8,20.7,7.06,43.77,103353.36,26,22-02-18 15:26,baba
55.696991,12.525794,23.5,21.4,7.07,43.77,103431.91,27,22-02-18 15:25,baba
55.696438,12.527476,25.1,22.4,7.09,43.74,103460.73,28,22-02-18 15:25,baba
55.696438,12.527481,24.3,22,7.1,43.67,103469.89,28,22-02-18 15:25,baba
55.696438,12.527484,23.6,21.3,7.13,43.62,103472.1,23,22-02-18 15:25,baba
55.696434,12.52747,28.5,25.4,7.14,43.56,103465.16,25,22-02-18 15:24,baba
55.69622,12.529877,25.8,18.5,7.19,43.56,103442.49,26,22-02-18 15:24,baba
55.694553,12.535594,23.1,12.7,7.22,43.62,103329.08,28,22-02-18 15:24,baba
55.692333,12.536015,16.4,4.5,7.23,43.74,103316.02,31,22-02-18 15:24,baba
55.690491,12.537879,13.7,6.5,7.25,43.73,103432.11,23,22-02-18 15:23,baba
55.68895,12.540146,20.4,13.7,7.3,43.65,103435.19,31,22-02-18 15:23,baba
55.687611,12.54157,22.8,18.6,7.33,43.5,103467.51,31,22-02-18 15:23,baba
55.686848,12.54361,15,13.4,7.34,43.48,103475.83,21,22-02-18 15:22,baba
55.685894,12.545895,8,4.1,7.36,43.58,103424.36,29,22-02-18 15:22,baba
55.685337,12.549586,9,4.9,7.39,43.61,103430.49,30,22-02-18 15:22,baba
55.685188,12.552533,17.5,16,7.42,43.59,103450.16,30,22-02-18 15:22,baba
55.683754,12.555452,23.5,21.4,7.49,43.5,103466.8,22,22-02-18 15:21,baba
55.682354,12.557407,15.5,13.9,7.51,43.53,103459.41,28,22-02-18 15:21,baba
55.68132,12.560028,11.1,9.1,7.51,43.6,103442.38,26,22-02-18 15:21,baba
55.680454,12.562409,8.2,3.5,7.52,43.71,103464.2,31,22-02-18 15:21,baba
55.679634,12.563871,7.9,3.6,7.54,43.73,103465.1,30,22-02-18 15:20,baba
55.679485,12.563952,5.7,3.2,7.57,43.69,103473.42,31,22-02-18 15:20,baba
55.678852,12.564714,3.8,3,7.61,43.77,103428.03,31,22-02-18 15:20,baba
55.678421,12.564721,4.4,3.3,7.63,43.76,103459.5,31,22-02-18 15:20,baba
55.678299,12.564425,4.9,3.7,7.66,43.71,103472.19,31,22-02-18 15:19,baba
55.678318,12.564409,6.7,4.6,7.68,43.71,103469.59,31,22-02-18 15:19,baba
55.678329,12.564387,8.1,4.4,7.71,43.68,103465.25,31,22-02-18 15:19,baba
55.678329,12.564381,8.9,3.7,7.74,43.65,103475.31,31,22-02-18 15:19,baba
55.678257,12.564467,12.1,3.8,7.76,43.61,103461.36,31,22-02-18 15:18,baba
55.678181,12.564471,11.4,3.4,7.8,43.54,103463.56,31,22-02-18 15:18,baba
55.677998,12.564088,6.6,3.4,7.82,43.5,103464.03,24,22-02-18 15:18,baba
55.677982,12.564132,6.2,3.6,7.86,43.43,103468.45,31,22-02-18 15:18,baba
55.67709,12.563518,9.7,3.8,7.89,43.52,103456.23,31,22-02-18 15:17,baba
55.676773,12.563333,8.9,3.7,7.91,43.54,103468.45,31,22-02-18 15:17,baba
55.675766,12.563447,4.5,3.2,7.95,43.59,103451.03,31,22-02-18 15:17,baba
55.675331,12.56366,9.3,3.4,7.96,43.57,103475.05,31,22-02-18 15:17,baba
55.675331,12.563669,12.4,4,8,43.52,103479.47,31,22-02-18 15:16,baba
55.675156,12.563891,9.7,4.7,8.03,43.54,103474.25,31,22-02-18 15:16,baba
55.673985,12.565382,7.4,4.4,8.08,43.61,103449.79,31,22-02-18 15:16,baba
55.672913,12.566482,7.4,3.6,8.11,43.66,103452.46,31,22-02-18 15:16,baba
55.672802,12.566565,9.8,3.8,8.14,43.62,103481.75,31,22-02-18 15:15,baba
55.672802,12.566567,19,16.7,8.17,43.55,103478.27,31,22-02-18 15:15,baba
55.672798,12.566572,21.8,14.8,8.23,43.41,103480.06,31,22-02-18 15:15,baba
55.672523,12.566947,14.2,6.2,8.26,43.47,103466.96,31,22-02-18 15:15,baba
55.671734,12.567797,8,4.7,8.29,43.49,103483.16,31,22-02-18 15:14,baba
55.670967,12.568776,6.6,5.7,8.34,43.46,103477.95,29,22-02-18 15:14,baba
55.6702,12.569608,6.1,4.9,8.41,43.42,103508.2,29,22-02-18 15:14,baba
55.669163,12.570703,7,3.3,8.45,43.42,103512.14,31,22-02-18 15:14,baba
55.669014,12.571023,10.4,8.4,8.51,43.32,103526.17,31,22-02-18 15:13,baba
55.668423,12.571913,13.5,12.3,8.59,43.21,103514.41,26,22-02-18 15:13,baba
55.667782,12.571107,17.3,16,8.67,43.18,103519.7,30,22-02-18 15:13,baba
55.667782,12.571107,16.8,15.3,8.72,43.13,103528.05,29,22-02-18 15:13,baba
55.667782,12.571107,16.5,12.2,8.79,43.04,103522.81,28,22-02-18 15:12,baba
55.667747,12.571045,21,13.4,8.86,42.98,103531.17,24,22-02-18 15:12,baba
55.666927,12.569089,21.8,10.8,8.97,43.09,103501.03,24,22-02-18 15:12,baba
55.665604,12.566776,22.6,5.3,9.02,43.32,103489.24,22,22-02-18 15:12,baba
55.664314,12.563988,8.5,3.3,9.09,43.57,103470.87,20,22-02-18 15:11,baba
55.66177,12.558618,4.7,4.2,9.2,44.27,103480.97,31,22-02-18 15:11,baba
55.660854,12.560872,31.9,20,7.51,58.88,102723.02,23,19-02-18 15:01,baba
55.660889,12.560831,29.4,19.7,7.51,58.87,102719.09,24,19-02-18 15:01,baba
55.660912,12.56073,32.1,20,7.51,58.86,102727.83,25,19-02-18 15:00,baba
55.660877,12.560792,33.7,20.8,7.51,58.85,102720.4,24,19-02-18 15:00,baba
55.660877,12.560762,31.4,20.9,7.52,58.81,102726.5,20,19-02-18 15:00,baba
55.660889,12.560736,30.6,20.9,7.52,58.78,102717.77,22,19-02-18 15:00,baba
55.660892,12.560692,31.4,22.2,7.53,58.75,102719.09,23,19-02-18 15:00,baba
55.660843,12.560749,33.1,22.7,7.53,58.77,102719.09,25,19-02-18 14:59,baba
55.660843,12.560374,35.3,22.5,7.55,58.79,102716.02,23,19-02-18 14:59,baba
55.660618,12.559545,32.6,19.3,7.55,58.76,102696.39,31,19-02-18 14:59,baba
55.661343,12.557898,42.5,18.2,7.56,58.76,102699.88,27,19-02-18 14:59,baba
55.661552,12.558231,44.4,19.4,7.57,58.79,102716.02,31,19-02-18 14:58,baba
55.661552,12.558231,40.3,23.9,7.58,58.78,102705.95,30,19-02-18 14:58,baba
55.661659,12.558387,58.7,38.3,7.59,58.76,102700.73,31,19-02-18 14:58,baba
55.662155,12.559352,69.4,44.5,7.61,58.67,102691.98,28,19-02-18 14:58,baba
55.663544,12.562037,59.9,40.3,7.61,58.7,102650.08,31,19-02-18 14:57,baba
55.665764,12.566821,55.7,40.2,7.6,58.67,102683.69,25,19-02-18 14:57,baba
55.667393,12.570339,45.5,31,7.59,58.74,102668,31,19-02-18 14:57,baba
55.668373,12.571692,38.9,26.1,7.56,58.81,102707.29,30,19-02-18 14:56,baba
55.668701,12.571162,39.1,27,7.56,58.82,102711.66,29,19-02-18 14:56,baba
55.668705,12.571151,44.8,34.5,7.55,58.89,102713.41,31,19-02-18 14:56,baba
55.669182,12.570699,57.8,30.7,7.55,58.93,102697.68,31,19-02-18 14:56,baba
55.671566,12.567954,44.8,22,7.51,59.05,102646.64,31,19-02-18 14:55,baba
55.671707,12.568072,37.5,21.8,7.5,59.08,102677.18,31,19-02-18 14:55,baba
55.671822,12.568182,38.4,22.1,7.5,59.09,102679.36,31,19-02-18 14:55,baba
55.671768,12.568116,40,22.9,7.48,59.09,102685.48,31,19-02-18 14:55,baba
55.671726,12.56817,48,24.4,7.47,59.11,102677.21,29,19-02-18 14:54,baba
55.67202,12.569084,45.2,24.3,7.47,59.11,102681.55,31,19-02-18 14:54,baba
55.673103,12.571474,46.8,34.1,7.46,59.11,102676.77,31,19-02-18 14:54,baba
55.674099,12.57268,45.5,34.7,7.46,59.02,102686.8,26,19-02-18 14:53,baba
55.674168,12.572851,44.5,30.6,7.43,59.1,102711.25,26,19-02-18 14:53,baba
55.674477,12.57292,45.6,25.1,7.41,59.21,102706.88,28,19-02-18 14:53,baba
55.674561,12.572767,37.6,22.7,7.38,59.24,102713,31,19-02-18 14:53,baba
55.674564,12.572769,34.8,21.9,7.37,59.25,102713.88,31,19-02-18 14:52,baba
55.674564,12.572769,34.6,22.1,7.36,59.25,102709.1,31,19-02-18 14:52,baba
55.674564,12.572769,34.1,22.1,7.35,59.26,102705.59,31,19-02-18 14:52,baba
55.674564,12.572769,43.8,29.7,7.35,59.24,102708.64,31,19-02-18 14:52,baba
55.674568,12.572756,46.8,31.5,7.35,59.17,102709.95,26,19-02-18 14:51,baba
55.674564,12.572707,38.2,23.3,7.33,59.28,102711.7,31,19-02-18 14:51,baba
55.675293,12.572562,29.8,19.8,7.31,59.38,102692.09,31,19-02-18 14:51,baba
55.676163,12.574612,26.3,18.2,7.3,59.4,102677.23,31,19-02-18 14:51,baba
55.67614,12.574951,29.9,18.5,7.3,59.45,102699.48,31,19-02-18 14:50,baba
55.676105,12.575043,34,19.6,7.29,59.49,102692.53,31,19-02-18 14:50,baba
55.676113,12.574933,33.8,19.9,7.27,59.54,102703.42,31,19-02-18 14:50,baba
55.676132,12.574926,34.7,20.3,7.27,59.61,102698.63,31,19-02-18 14:50,baba
55.676067,12.574943,32.6,20.3,7.25,59.68,102706.91,31,19-02-18 14:49,baba
55.676094,12.575031,34.2,20.6,7.23,59.74,102709.55,31,19-02-18 14:49,baba
55.676102,12.574987,36.2,21.7,7.21,59.79,102708.23,31,19-02-18 14:49,baba
55.676086,12.575,32.2,21,7.19,59.87,102708.67,31,19-02-18 14:49,baba
55.676064,12.575009,33.3,20.5,7.17,59.91,102705.2,31,19-02-18 14:48,baba
55.676018,12.574984,39.3,21.3,7.15,59.99,102710.43,31,19-02-18 14:48,baba
55.676033,12.575017,36.4,20.5,7.14,60.06,102705.19,31,19-02-18 14:48,baba
55.676018,12.575027,29.9,19.2,7.11,60.12,102711.33,31,19-02-18 14:48,baba
55.676044,12.575009,33.3,19.6,7.09,60.19,102717.42,31,19-02-18 14:47,baba
55.676079,12.574957,34.5,25.1,7.07,60.25,102703.47,31,19-02-18 14:47,baba
55.676121,12.574978,38.7,27.6,7.05,60.27,102706.07,31,19-02-18 14:47,baba
55.675732,12.575352,43.7,23.7,7,60.37,102717.84,31,19-02-18 14:47,baba
55.675442,12.575422,63.2,24,6.97,60.37,102710.87,31,19-02-18 14:46,baba
55.675354,12.575256,55.6,23.4,6.95,60.39,102718.3,31,19-02-18 14:46,baba
55.675404,12.575201,35.6,25.2,6.93,60.37,102712.19,31,19-02-18 14:46,baba
55.675385,12.575091,42,31.8,6.91,60.36,102720.91,31,19-02-18 14:46,baba
55.675152,12.574699,42.7,32,6.9,60.32,102717.86,29,19-02-18 14:45,baba
55.674095,12.572794,40.7,23.6,6.86,60.49,102695.61,31,19-02-18 14:45,baba
55.67334,12.571957,41.4,22.8,6.84,60.51,102703.45,31,19-02-18 14:45,baba
55.673386,12.571915,40.5,23.3,6.82,60.54,102711.77,31,19-02-18 14:45,baba
55.67342,12.571937,39.2,24.3,6.8,60.56,102712.62,31,19-02-18 14:44,baba
55.673256,12.571749,39.7,27.6,6.78,60.57,102710.46,31,19-02-18 14:44,baba
55.672245,12.569571,43.2,28.5,6.78,60.59,102668.59,31,19-02-18 14:44,baba
55.671478,12.568025,43.4,28.6,6.73,60.66,102676.89,31,19-02-18 14:44,baba
55.67075,12.568814,43.9,28.6,6.72,60.66,102672.51,29,19-02-18 14:43,baba
55.669373,12.570532,38.2,21.9,6.69,60.75,102688.2,31,19-02-18 14:43,baba
55.668098,12.571854,37.2,21.3,6.66,60.71,102710.87,31,19-02-18 14:43,baba
55.667797,12.571415,38.3,22.2,6.65,60.76,102721.78,31,19-02-18 14:43,baba
55.667881,12.571511,40.4,24.5,6.63,60.76,102715.67,31,19-02-18 14:42,baba
55.66785,12.571643,41.2,26.7,6.62,60.81,102722.22,25,19-02-18 14:42,baba
55.667366,12.570652,40.2,28,6.59,60.82,102703.91,21,19-02-18 14:42,baba
55.666321,12.568373,53.1,30.5,6.58,60.8,102670.33,23,19-02-18 14:42,baba
55.664936,12.56533,58.8,29.9,6.55,60.8,102613.24,23,19-02-18 14:42,baba
55.663471,12.562107,42.3,25.2,6.52,60.78,102655.52,22,19-02-18 14:41,baba
55.661926,12.558766,30.6,21.8,6.5,60.74,102639.82,31,19-02-18 14:41,baba
55.660946,12.557602,37.9,22.9,6.47,60.69,102717.38,31,19-02-18 14:41,baba
